0,0.409113
0.2,0.409113
0.4,0.409113
0.6,0.434288
0.8,0.448892
1,0.458506
1.2,0.465359
1.4,0.470517
1.6,0.474556
1.8,0.477814
2,0.480501
2.2,0.482755
2.4,0.484672
2.6,0.486317
2.8,0.48774
3,0.536204
3.2,0.676652
3.4,0.812807
3.6,0.917495
3.8,1.00223
4,1.07295
4.2,1.13323
4.4,1.18539
4.6,1.23107
4.8,1.27145
5,1.30743
5.2,1.3397
5.4,1.3688
5.6,1.39519
5.8,1.41921
6,1.44117
6.2,1.43537
6.4,1.41609
6.6,1.39769
6.8,1.38012
7,1.3633
7.2,1.3472
7.4,1.33176
7.6,1.31695
7.8,1.30271
8,1.28903
8.2,1.27585
8.4,1.26317
8.6,1.25094
8.8,1.23915
9,1.22776
9.2,1.21677
9.4,1.20614
9.6,1.19586
9.8,1.18592
10,1.17629
